paper_id,title,authors,year,venue,doi,peer_reviewed,category,subcategory,relevance_to_my_phd,research_problem,method,network_layer,ai_method,optimization_method,evaluation_quality,reproducibility_quality,potential_followup,source_url
O37,SafeSCHEMA: Multi-domain Orchestration of Slices based on SafeRL for B5G Networks,NA,2022,IEEE (IEEE Xplore document 10001219),NA,Yes,Network/service orchestration,Network/service orchestration,HIGH,Safety-constrained RL orchestration is a key ingredient for trustworthy AI-native management and is rarely combined with LLM planning.,NA,Multi-domain slices,LLM; DRL,NA,WEAK,WEAK,Safety-constrained RL orchestration is a key ingredient for trustworthy AI-native management and is rarely combined with LLM planning.,https://ieeexplore.ieee.org/abstract/document/10001219
O38,Using Distributed Reinforcement Learning for Resource Orchestration in a Network Slicing Scenario,NA,2022,IEEE/ACM Transactions on Networking,NA,Yes,Network/service orchestration,Network/service orchestration,HIGH,"Joint routing+placement+allocation, admission control, decentralised training, hard SLA enforcement and cross-domain closed loops remain open.",NA,Transport + core compute (single infrastructure),Agent; Multi_Agent; DRL,Advantage Actor-Critic (A2C); transfer learning across topologies; genetic algorithms rejected as an online engine,STRONG,MODERATE,"Joint routing+placement+allocation, admission control, decentralised training, hard SLA enforcement and cross-domain closed loops remain open.",https://doi.org/10.1109/TNET.2022.3187310
O39,LLM-Driven Multi-Agent Framework for Autonomous Network Slice Management: Architecture and Proof-of-Concept Experiments,NA,2026,IEEE (IEEE Xplore document 11573048),NA,Yes,Network/service orchestration,Network/service orchestration,HIGH,Multi-agent LLM slice management is the closest published combination to this PhD's target; its SLA-level evaluation needs verification.,NA,Network slicing,LLM; Agent; Multi_Agent,NA,WEAK,WEAK,Multi-agent LLM slice management is the closest published combination to this PhD's target; its SLA-level evaluation needs verification.,https://ieeexplore.ieee.org/abstract/document/11573048
O40,A Feasibility-Shielded Agentic AI Framework for 6G Self-Healing Core Networks,NA,2026,IEEE (IEEE Xplore document 11577510),NA,Yes,Network/service orchestration,Network/service orchestration,HIGH,Feasibility shielding is precisely the safety mechanism that agentic network control needs; combining it with optimisation-based feasibility (rather than learned shields) is open.,NA,Core network,Agent,NA,WEAK,WEAK,Feasibility shielding is precisely the safety mechanism that agentic network control needs; combining it with optimisation-based feasibility (rather than learned shields) is open.,https://ieeexplore.ieee.org/document/11577510
O41,ORION: Intent-Aware Orchestration in Open RAN for SLA-Driven Network Management,NA,2026,arXiv preprint (cs.NI),NA,No,Network/service orchestration,Network/service orchestration,HIGH,"The closest published attempt to place an LLM agent inside a standard O-RAN management hierarchy. What is missing is exactly what a PhD could add: measuring whether the enforced policies actually deliver SLA-level outcomes, and comparing against classical/DRL optimisation on the same intents.",Hierarchical agent architecture over the Model Context Protocol (MCP): MCP-based SMO layer for semantic translation + Non-RT RIC rApp + Near-RT RIC xApp for closed-loop enforcement. No weight modification.,O-RAN (RAN orchestration),LLM; Agent; DRL,LLM-based translation with schema validation; no numerical optimiser,WEAK,STRONG,"The closest published attempt to place an LLM agent inside a standard O-RAN management hierarchy. What is missing is exactly what a PhD could add: measuring whether the enforced policies actually deliver SLA-level outcomes, and comparing against classical/DRL optimisation on the same intents.",https://arxiv.org/abs/2603.03667
M42,An Improved MPQUIC Scheduler Based on Multi-Agent Reinforcement Learning,NA,2025,IEICE Transactions on Information and Systems,NA,Yes,Multipath transport and scheduling,Multipath transport and scheduling,HIGH,One of the few multi-agent RL MPQUIC schedulers; no network-level (orchestrator/slice) objective.,NA,Sender-side MPQUIC scheduler,Agent; Multi_Agent; DRL,NA,WEAK,WEAK,One of the few multi-agent RL MPQUIC schedulers; no network-level (orchestrator/slice) objective.,https://www.jstage.jst.go.jp/article/transinf/E108.D/8/E108.D_2024EDL8090/_article
M43,Deep Reinforcement Learning for Access Traffic Splitting in 5G Core System,NA,2024,IEEE (IEEE Xplore document 10826899),NA,Yes,Multipath transport and scheduling,Multipath transport and scheduling,HIGH,This is the multipath/5G-core intersection: DRL decides splitting in the core. Coupling it to a higher-level orchestrator objective is not addressed.,NA,5G core (ATSSS decision function),DRL,NA,WEAK,WEAK,This is the multipath/5G-core intersection: DRL decides splitting in the core. Coupling it to a higher-level orchestrator objective is not addressed.,https://ieeexplore.ieee.org/document/10826899
M44,Autonomous Access Traffic Splitting via 5G Core: Balancing QoS and ROI with Multi-Objective Reinforcement Learning,NA,2025,IEEE (IEEE Xplore document 11133925),NA,Yes,Multipath transport and scheduling,Multipath transport and scheduling,HIGH,"Brings a business objective (ROI) into multipath splitting - a step towards SLA/business-aware multipath control, still without an orchestrator or LLM in the loop.",NA,5G core (ATSSS decision function),LLM; DRL,NA,WEAK,WEAK,"Brings a business objective (ROI) into multipath splitting - a step towards SLA/business-aware multipath control, still without an orchestrator or LLM in the loop.",https://ieeexplore.ieee.org/document/11133925
M45,A Reinforcement Learning-based Multipath Scheduling for Heterogeneous Wireless Networks,NA,2023,IEEE (IEEE Xplore document 10152217),NA,Yes,Multipath transport and scheduling,Multipath transport and scheduling,HIGH,Reinforcement learning is now a standard tool for multipath scheduling; the missing ingredient is network-level objective provision.,NA,Sender-side scheduler with an RL agent,Agent; DRL,NA,WEAK,WEAK,Reinforcement learning is now a standard tool for multipath scheduling; the missing ingredient is network-level objective provision.,https://ieeexplore.ieee.org/document/10152217
M46,PRISM: Proximal policy optimization with deep Reinforcement learning for Intelligent Scheduling in Multipath QUIC under heterogeneous and hybrid 5G/B5G-satellite networks,NA,2026,Computer Communications,NA,Yes,Multipath transport and scheduling,Multipath transport and scheduling,HIGH,Non-terrestrial plus terrestrial multipath with PPO is an emerging combination; integration with 6G orchestration and SLA objectives is open.,NA,Sender-side MPQUIC scheduler,DRL,NA,WEAK,WEAK,Non-terrestrial plus terrestrial multipath with PPO is an emerging combination; integration with 6G orchestration and SLA objectives is open.,https://www.sciencedirect.com/science/article/abs/pii/S0140366426001131
M47,MobStream: A Reinforcement-Driven Mobile Streaming Methodology Over Multipath QUIC,NA,2026,Transactions on Emerging Telecommunications Technologies,10.1002/ett.70264,Yes,Multipath transport and scheduling,Multipath transport and scheduling,MEDIUM,Streaming QoE objectives for multipath schedulers are application-level; mapping network-level SLA objectives into the scheduler is unexplored here.,NA,Sender-side MPQUIC scheduler,NA,NA,WEAK,WEAK,Streaming QoE objectives for multipath schedulers are application-level; mapping network-level SLA objectives into the scheduler is unexplored here.,https://doi.org/10.1002/ett.70264
L47,NIKA: A Network Arena for Benchmarking AI Agents on Network Troubleshooting,NA,2025,arXiv preprint (cs.NI),NA,No,LLM / AI agents for network management,LLM/agentic network management,HIGH,"Benchmarking LLM agents on network incident detection, fault localisation and root-cause identification",NA,Network troubleshooting / incident diagnosis (data centre to ISP networks),LLM; Agent,NA,WEAK,STRONG,"NIKA proves a curated, executable troubleshooting benchmark is feasible - and simultaneously shows that no equivalent exists for 5G/6G core or RAN management with SLA-level scoring.",https://arxiv.org/abs/2512.16381
L48,NetArena: Dynamic Benchmarks for AI Agents in Network Automation,NA,2026,International Conference on Learning Representations (ICLR),NA,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,"Dynamic benchmarking of AI agents on network automation tasks (configuration synthesis, fault diagnosis, traffic engineering, capacity planning)",NA,Network automation and configuration (IP networks),LLM; Agent,NA,WEAK,STRONG,"NetArena is the strongest methodological template (dynamic generation, contamination control, safety decoupled from correctness) that a 5G/6G management benchmark should imitate.",https://arxiv.org/abs/2506.03231
L49,OperAID: Benchmarking LLM Agents for Autonomous Kubernetes Fault Remediation,NA,2026,IEEE International Conference on Network Softwarization (NetSoft),10.1109/NetSoft70012.2026.11603505,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,"Autonomous operation of a 5G core: fault injection, agentic diagnosis, remediation and execution-based verification",NA,"5G Core (cloud-native, Kubernetes) network operations",LLM; Agent,NA,WEAK,STRONG,"OperAID is the closest existing closed-loop 5G-core benchmark and it defines the boundary precisely: infrastructure remediation on a 5G core is benchmarked, 3GPP-level management with service-level outcomes is not.",https://doi.org/10.1109/NetSoft70012.2026.11603505
L51,Go Gentle Into the Final Dance: A Benchmark for Evaluating LLMs in Telecom (LDOT),NA,2026,IEEE Journal on Selected Areas in Communications,10.1109/JSAC.2025.3641905,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,"Static reasoning and knowledge evaluation of LLMs in telecom, including network-optimisation scenario questions",NA,"Telecommunications (reasoning, optimisation scenarios)",LLM,NA,WEAK,MODERATE,"Even the JSAC-level benchmark for telecom LLMs is static. That strengthens the case that an executable, SLA-scored 5G/6G management benchmark is a genuine contribution rather than a duplication.",https://doi.org/10.1109/JSAC.2025.3641905
L52,SADE: Symptom-Aware Diagnostic Escalation for LLM-Based Network Troubleshooting,NA,2026,IEEE Conference on Local Computer Networks (LCN),10.1109/LCN67947.2026.11660797,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,Symptom-aware diagnostic escalation for LLM-based network troubleshooting (an agent design evaluated on NIKA),NA,Network troubleshooting,LLM; Agent,NA,WEAK,MODERATE,Shows agent design (how to sequence diagnostics) materially affects troubleshooting performance - a design axis that any 5G/6G management agent evaluation must control for.,https://doi.org/10.1109/LCN67947.2026.11660797
L53,TSpec-LLM: An Open-source Dataset for LLM Understanding of 3GPP Specifications,NA,2024,IEEE Globecom Workshops,10.1109/GCWkshp64532.2024.11101012,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,LLM understanding of 3GPP specifications; dataset construction and RAG evaluation,Dataset + naive-RAG benchmark. NO fine-tuning and NO compression.,3GPP standards understanding,LLM; Agent; RAG,NA,WEAK,STRONG,Shows RAG over 3GPP is workable and materially improves accuracy - the enabling component for a standards-grounded management agent.,https://ar5iv.labs.arxiv.org/html/2406.01768
L54,Telco-RAG: Navigating the Challenges of Retrieval Augmented Generation for Telecommunications,NA,2024,IEEE Global Communications Conference (GLOBECOM),10.1109/GLOBECOM52923.2024.10901158,Yes,LLM / AI agents for network management,LLM/agentic network management,LOW,Retrieval-augmented generation over telecom standards (3GPP),"RAG pipeline: dual-stage query enhancement + retrieval, a neural-network router that reduces RAM usage, and hyperparameter optimisation (chunk size, context length, embedding model) over 3GPP documents. NO fine-tuning.",Telecommunications standards / knowledge,LLM; RAG,NA,WEAK,STRONG,Telecom-specific RAG is being solved; the unsolved part is grounding *actions* (not answers) in standards and verifying them against network state.,https://arxiv.org/abs/2404.15939
L55,TelecomRAG: Taming Telecom Standards with Retrieval Augmented Generation and LLMs,NA,2025,ACM SIGCOMM Computer Communication Review,10.1145/3711992.3711996,Yes,LLM / AI agents for network management,LLM/agentic network management,LOW,RAG and LLM-based question answering over telecom standards,NA,Telecommunications standards / knowledge,LLM; RAG,NA,WEAK,MODERATE,Confirms that retrieval over standards is maturing while standards-grounded *action generation and verification* remains open.,https://doi.org/10.1145/3711992.3711996
L58,NetIntent: Leveraging Large Language Models for End-to-End Intent-Based Networking,NA,2025,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2025.3642642,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,"End-to-end intent-based networking with LLMs, including intent translation and conflict detection; introduces the IBNBench benchmark inside the paper",NO FINE-TUNING - in-context/few-shot learning with dynamic context-example selection (Max Marginal Relevance); temperature 0.6 / top-p 0.3 (translation) and 0.3 / 0.5 (conflict detection); served via Ollama,Intent-based networking (end-to-end),LLM; Agent,NA,WEAK,STRONG,"A 33-model study is exactly the kind of evidence needed for model selection in network agents - and it shows larger is not reliably better, which motivates small/distilled network models.",https://ar5iv.labs.arxiv.org/html/2507.14398
L60,An Empirical Study of NetOps Capability of Pre-Trained Large Language Models (NetEval),NA,2023,arXiv preprint,NA,No,LLM / AI agents for network management,LLM/agentic network management,HIGH,Empirical study of the NetOps capability of pretrained LLMs (NetEval) - the earliest dedicated NetOps benchmark,NA,Network operations (NetOps) knowledge,LLM; Agent,NA,WEAK,MODERATE,"Establishes that NetOps knowledge evaluation predates the agent era; the field moved from knowledge to tool use, but not yet to closed-loop service outcomes.",https://arxiv.org/abs/2309.05557
L61,TeleCom-Bench: How Far Are Large Language Models from Industrial Telecommunication Applications?,NA,2026,ACM SIGKDD Conference on Knowledge Discovery and Data Mining (KDD),10.1145/3770855.3817480,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,"Benchmarking LLMs on authentic live-network operator agent trajectories: intent recognition, entity extraction, event verification, tool invocation, root-cause analysis, solution generation",NA,Telecom network operations (operator agent trajectories),LLM; Agent,NA,WEAK,STRONG,"The 'Execution Wall' (strong language understanding, weak procedural execution) is third-party evidence for exactly the gap this survey identifies: LLMs can talk about network operations far better than they can perform them.",https://doi.org/10.1145/3770855.3817480
L62,Cross-Domain Orchestration with Multi-Agent LLM Framework for Enhanced Task Automation,NA,2025,IEEE (IEEE Xplore document 11047162),NA,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,Cross-domain orchestration task automation with a multi-agent LLM framework,NA,Cross-domain orchestration,LLM; Agent; Multi_Agent,NA,MODERATE,WEAK,"Multi-agent LLM orchestration across domains is being attempted, but with limited evidence on real multi-domain infrastructure and no SLA-level scoring.",https://ieeexplore.ieee.org/document/11047162
L63,LLM-Powered Intent-Driven Configuration Generation for Multi-Vendor Networks,NA,2026,IEEE (IEEE Xplore document 11668163 / TNSM 2026 record),10.1109/TNSM.2026.3675409,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,LLM-empowered intent-driven network configuration generation,NA,Intent-driven network configuration (management plane),LLM,NA,WEAK,MODERATE,Confirms that IEEE TNSM now publishes LLM-for-management methods; the benchmark/closed-loop side remains thinner than the method side.,https://doi.org/10.1109/TNSM.2026.3675409
L64,LLM-Based Optimization Algorithm Selection for High-Performance Networks Orchestration,NA,2026,IEEE (IEEE Xplore document 11358365),NA,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,Using an LLM to select which optimisation algorithm to apply for network orchestration problems,NA,High-performance network orchestration,LLM,NA,WEAK,WEAK,This is the 'LLM + constrained optimisation' pattern the survey asked about: the LLM chooses the optimiser rather than performing the optimisation. It is promising but evaluated on solution quality rather than network outcomes.,https://ieeexplore.ieee.org/document/11358365
L65,From Topology to Troubleshooting: Evaluating Multimodal LLMs on Network Management,NA,2026,IEEE/IFIP Network Operations and Management Symposium (NOMS),10.1109/NOMS69089.2026.11668270,Yes,LLM / AI agents for network management,LLM/agentic network management,LOW,Evaluating multimodal LLMs on network management tasks including topology understanding and troubleshooting,NA,Network management (multimodal: topology + troubleshooting),LLM,NA,WEAK,MODERATE,Multimodal understanding of topology diagrams is a real operational requirement and is only starting to be benchmarked.,https://doi.org/10.1109/NOMS69089.2026.11668270
L66,"Small Models, Big Impact: Tool-Augmented AI Agents for Wireless Network Planning",NA,2025,IEEE Communications Magazine,10.1109/MCOM.001.2500402,Yes,LLM / AI agents for network management,LLM/agentic network management,HIGH,Tool-augmented small-model AI agents for wireless network planning,NA,Wireless network planning,LLM; Agent,NA,WEAK,MODERATE,Important signal for the 'small language model for network management' hypothesis: the paper argues small tool-augmented models can match larger ones on planning - which needs testing under closed-loop latency budgets.,https://doi.org/10.1109/MCOM.001.2500402
E26,LoRA: Low-Rank Adaptation of Large Language Models,NA,2022,International Conference on Learning Representations (ICLR),NA,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,"LoRA is the default adaptation method in telecom-LLM work, yet at least two telecom studies report that it saturates on small models and prefer full fine-tuning - a tension that is unresolved for network-management tasks.",Low-rank adaptation: freeze the pretrained weights and inject trainable rank-decomposition matrices into each layer,NA,LLM,NA,WEAK,MODERATE,"LoRA is the default adaptation method in telecom-LLM work, yet at least two telecom studies report that it saturates on small models and prefer full fine-tuning - a tension that is unresolved for network-management tasks.",https://arxiv.org/abs/2106.09685
E27,ORANSight-2.0: Foundational LLMs for O-RAN,NA,2025,IEEE Transactions on Machine Learning in Communications and Networking,10.1109/TMLCN.2025.3592658,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,HIGH,NA,"QLoRA 4-bit fine-tuning, rank/alpha <= 256, 1 epoch",NA,LLM,NA,WEAK,STRONG,NA,Crossref record 10.1109/TMLCN.2025.3592658
E28,MERLOT: A Distilled LLM-based Mixture-of-Experts Framework for Network Traffic Classification,NA,2025,IEEE Globecom Workshops,10.1109/GCWkshps68340.2025.11591188,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"Knowledge distillation (teacher-student, composite loss L = (1-alpha)*CE(student, hard label) + alpha*KL(student || teacher)) PLUS pruning of the MoE gating network ('a distilled, PRUNED GPT-2-base model') PLUS MoE with hard one-hot gating (exactly one expert active) PLUS architectural change (direct classification from the final decoder token instead of generative/prompt-based classification)",NA,LLM,NA,WEAK,STRONG,NA,https://ar5iv.labs.arxiv.org/html/2411.13004
E29,Distilling Large Language Models for Network Active Queue Management,NA,2026,IEEE/ACM Transactions on Networking,10.1109/TON.2026.3690076,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,MEDIUM,NA,"LoRA rank r=128 + data-driven reinforcement learning; improved state encoder mapping network metrics to token embeddings (4096-dim for Llama2); extended LLM head giving single-inference congestion decisions (enqueue/drop/ECN-mark). NO KD, NO pruning, NO quantization.",NA,LLM; DRL,NA,WEAK,STRONG,NA,"https://arxiv.org/html/2501.16734v3 (full text, verified by me)"
E30,SQLLM: A Secure and Quantized Framework for Large Language Models in 5G Private Network Operations,NA,2026,IEEE Transactions on Consumer Electronics,10.1109/TCE.2026.3657983,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,HIGH,NA,LoRA fine-tuning + STATIC quantisation with a dynamic smoothing factor alpha (migrates outlier variance from activations to weights) and hybrid per-tensor / per-token granularity,NA,LLM,NA,WEAK,MODERATE,NA,Crossref record 10.1109/TCE.2026.3657983
E31,Toward 6G Edge Intelligence: Lightweight LLMs for Intent-Driven Network Management,NA,2026,IEEE Transactions on Mobile Computing,10.1109/TMC.2026.3678546,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,MEDIUM,NA,"Knowledge distillation (KD) combined with a knowledge graph (KG). Two-phase: (1) fine-tune the LLM with KG guidance in the cloud; (2) compress via KD, then deploy the distilled student on resource-constrained edge nodes. The KG formally describes relations among application scenarios, functional primitives, performance requirements within APPIs, and APPIs<->NSR correspondences, producing a structured intent training dataset.",NA,LLM,NA,WEAK,MODERATE,NA,https://ro.ecu.edu.au/ecuworks2022-2026/8058/
E32,xApp distillation: AI-based conflict mitigation in B5G O-RAN,NA,2026,Computer Networks,10.1016/j.comnet.2025.111848,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,MEDIUM,NA,"Knowledge distillation of xApp control policies; the distillation loss choice is examined explicitly ('When distilling policy from a teacher network, choosing distillation loss plays a crucial role in the process')",NA,LLM,NA,MODERATE,MODERATE,NA,Crossref record 10.1016/j.comnet.2025.111848
E33,5G INSTRUCT Forge: An Advanced Data Engineering Pipeline for Making LLMs Learn 5G,NA,2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/TCCN.2024.3516055,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"Freeze-tuning (partial-parameter freezing) in LLaMA Factory - LoRA EXPLICITLY REJECTED ('we opted not to use LoRA due to the significant domain shift'). Trainable params: Llama3 9%, Solar 12%, Mistral 11%; 4 epochs; lr 4e-5; per-device batch 4.",NA,LLM,NA,WEAK,MODERATE,NA,https://hal.science/hal-05045324v1/file/publi-8009.pdf
E34,SafeCOMM: A Study on Safety Degradation in Fine-Tuned Telecom Large Language Models,NA,2026,IEEE Wireless Communications and Networking Conference (WCNC),10.1109/WCNC65185.2026.11555432,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"SFT on three telecom datasets, followed by three realignment defenses: SafeInstruct, SafeLoRA, SafeMERGE",NA,LLM,NA,WEAK,STRONG,NA,https://arxiv.org/abs/2506.00062
E35,NetKD: Towards Resource-Efficient Encrypted Traffic Classification Using Knowledge Distillation for Language Models,NA,2024,IEEE International Conference on Computer Supported Cooperative Work in Design (CSCWD),10.1109/CSCWD61410.2024.10580837,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,"The best compression-to-quality ratio found in the networking corpus - evidence that distillation works for network *classification*, with no equivalent evidence for network *control decisions*.",Knowledge distillation,NA,LLM,NA,WEAK,MODERATE,"The best compression-to-quality ratio found in the networking corpus - evidence that distillation works for network *classification*, with no equivalent evidence for network *control decisions*.",https://doi.org/10.1109/CSCWD61410.2024.10580837
E36,"TelcoLM: collecting data, adapting, and benchmarking language models for the telecom domain",NA,2024,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"DAPT (domain-adaptive pre-training / continual pretraining) + IAPT (instruction-adaptive pre-training). KEY FINDING: adaptation can be restricted to a single instruction-tuning step, discarding the need for fine-tuning on raw texts beforehand; IAPT alone is approximately equal to DAPT+IAPT. Blended domain + general instructions works best.",NA,LLM,NA,WEAK,MODERATE,NA,https://arxiv.org/abs/2412.15891
E37,A Survey on Model Compression for Large Language Models,NA,2024,Transactions of the Association for Computational Linguistics (TACL),10.1162/tacl_a_00704,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,Provides the taxonomy of compression methods that network-domain papers apply piecemeal.,NA,NA,LLM,NA,NA,MODERATE,Provides the taxonomy of compression methods that network-domain papers apply piecemeal.,https://doi.org/10.1162/tacl_a_00704
E38,LLM-Pruner: On the Structural Pruning of Large Language Models,NA,2023,Advances in Neural Information Processing Systems (NeurIPS),10.52202/075280-0950,Yes,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,Structural pruning of genuine LLMs is established in NLP; no networking paper in this corpus prunes a billion-parameter LLM and evaluates the network task.,NA,NA,LLM,NA,WEAK,WEAK,Structural pruning of genuine LLMs is established in NLP; no networking paper in this corpus prunes a billion-parameter LLM and evaluates the network task.,https://arxiv.org/abs/2305.11627
E39,Pruned Traffic Trees: Native Semantic Compression with a Protocol-Structured Model Family for Encrypted Traffic Classification,NA,2026,arXiv preprint (under review),NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"Structured pruning at the PROTOCOL level: learned field salience + TopK + k closure selects which protocol fields and structural contexts to retain, producing 'Distilled PTGs' (PTG-Ds). Plus width reduction via structure-aligned transfer, plus flow-level logits distillation. Three levels: PTT-Full -> PTT-Distilled -> PTT-Lite.",NA,LLM,NA,WEAK,STRONG,NA,https://arxiv.org/abs/2608.21874
E40,"Harnessing the Power of LLMs, Informers and Decision Transformers for Intent-driven and Energy-efficient Network Slicing",Ali; et al.,2025,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,HIGH,NA,"QLoRA (all four components: 4-bit NormalFloat quantisation, double quantisation, paged optimisation, LoRA) + RAG module",NA,LLM; RAG,NA,MODERATE,STRONG,NA,https://arxiv.org/abs/2505.01841
E41,Leveraging Multi-Agent System (MAS) and Fine-Tuned Small Language Models for Telecom Network Troubleshooting,NA,2025,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,HIGH,NA,"Two-stage: SFT (LoRA warm-up on labelled QA pairs) then RFT with LoRA + GRPO, in the TRL library with ZeRO Stage-2 DeepSpeed. Rewards: format rewards (regex/XML tags) + RAGAS-based rewards (completeness, relevancy, groundedness).",NA,LLM; Agent; Multi_Agent,NA,WEAK,STRONG,NA,https://ar5iv.labs.arxiv.org/html/2511.00651
E42,Edge-Deployable LLM Fine-Tuning on a Single GPU for Telecom Network Troubleshooting,NA,2026,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"LoRA restricted to q_proj, k_proj, v_proj; two-stage SFT -> RFT (GRPO/TRL); Unsloth framework with 4-bit quantisation, FlashAttention2, XFormers, KV-cache acceleration, torch.compile/inductor. Profiling sweep over max sequence length, GPU-memory utilisation, LoRA rank, generation count.",NA,LLM,NA,WEAK,STRONG,NA,https://arxiv.org/abs/2607.02523
E43,LLM-Based Emulation of the Radio Resource Control Layer: Towards AI-Native RAN Protocols,NA,2026,arXiv preprint (submitted),NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"SFT + LoRA (adapters on attention projections AND MLP layers, alpha=2r, dropout=0). LoRA ranks r in {4,8,16} benchmarked against full fine-tuning. bf16, AdamW, token-level cross-entropy. LR 2e-5 (full FT) / 3e-4 (LoRA, cosine decay, 100-step warmup). Quantisation: weight-only INT4 (Q4_K_M, GGUF). Prompting: NoSys / RRC / RRC_constrain (schema-bounded).",NA,LLM,NA,WEAK,STRONG,NA,https://arxiv.org/abs/2505.16821
E44,Network Self-Configuration Based on Fine-Tuned Small Language Models,NA,2026,IEEE Open Journal of the Communications Society,10.1109/OJCOMS.2026.3695460,NA,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,Fine-tuned Small Language Model; architecture named 'SLM_netconfig',NA,LLM,NA,WEAK,MODERATE,NA,Crossref record 10.1109/OJCOMS.2026.3695460
E45,"Lightweight LLMs for 3GPP Specifications: Fine-Tuning, Retrieval-Augmented Generation and Quantization",NA,2025,IEEE International Conference on Network Softwarization (NetSoft),10.1109/NETSOFT64993.2025.11080581,NA,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,Quantisation (16-bit -> 4-bit) + fine-tuning + RAG,NA,LLM; RAG,NA,WEAK,STRONG,NA,https://bv.fapesp.br/en/publicacao/284975/
E46,Toward Autonomous O-RAN: A Multi-Scale Agentic AI Framework for Real-Time Network Control,NA,2026,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,HIGH,NA,"Deployment-scale separation, NOT compression. Different-sized models assigned to different control loops. LLM translates operator intent to A1 policy via an MCP tool interface; SLM performs PRB allocation via E2SM-RC; WPFM is fine-tuned on demand.",NA,LLM; Agent,NA,MODERATE,STRONG,NA,https://arxiv.org/html/2602.14117v2
E47,"Telecom Foundation Models: Applications, Challenges, and Future Trends",NA,2024,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,HIGH,NA,"Conceptual process for developing Telecom Foundation Models (TFMs) and orchestrating specialised TFMs for network configuration, operation and maintenance",NA,LLM,NA,WEAK,MODERATE,NA,https://arxiv.org/abs/2408.03964
E48,"Think Less, Label Better: Multi-Stage Domain-Grounded Synthetic Data Generation for Telecom Troubleshooting",NA,2026,arXiv preprint (ICC 2026 submission per author comment),NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,"Fully automated retrieval-augmented synthetic QA generation grounded in a domain knowledge graph; RAGAS-based scoring filters low-quality samples, producing a dataset for reinforcement fine-tuning (RFT)",NA,RAG,NA,WEAK,STRONG,NA,https://arxiv.org/abs/2509.25736
E49,Understanding Telecom Language Through Large Language Models,NA,2023,IEEE Global Communications Conference (GLOBECOM),NA,NA,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,Full single-task single-label fine-tuning with added linear + SoftMax classification head; cross-entropy; batch 32; lr 2e-5; L2 0.01,NA,LLM,NA,WEAK,MODERATE,NA,https://ar5iv.labs.arxiv.org/html/2306.07933
E50,SPEC5G: A Dataset for 5G Cellular Network Protocol Analysis,NA,2023,Findings of the Association for Computational Linguistics: IJCNLP-AACL,10.18653/v1/2023.findings-ijcnlp.3,NA,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,NA,NA,NA,NA,WEAK,MODERATE,NA,Crossref record 10.18653/v1/2023.findings-ijcnlp.3
